open,high,low,close,close after 1 days
0.15632352941176486,0.15390776699029127,0.15689529220779228,0.16504006410256394,0.16824519230769214
0.16586248012718616,0.1603802588996764,0.17312905844155851,0.16824519230769214,0.15862980769230753
0.1722217806041337,0.16361650485436896,0.16663555194805202,0.15862980769230753,0.16183493589743575
0.1722217806041337,0.16361650485436896,0.17637581168831173,0.16183493589743575,0.15862980769230753
0.1436049284578698,0.14743527508090618,0.15689529220779228,0.15862980769230753,0.14901442307692292
0.1531438791732911,0.14743527508090618,0.13416801948051954,0.14901442307692292,0.1393990384615383
0.14042527821939602,0.14743527508090618,0.15040178571428578,0.1393990384615383,0.12978365384615367
0.12770667726550095,0.12478155339805827,0.13416801948051954,0.12978365384615367,0.17145032051282036
0.1436049284578698,0.1603802588996764,0.14715503246753253,0.17145032051282036,0.18106570512820497
0.17858108108108123,0.17332524271844663,0.18936282467532473,0.18106570512820497,0.2035016025641024
0.19447933227345007,0.19274271844660196,0.2088433441558442,0.2035016025641024,0.19068108974358958
0.19765898251192385,0.1895064724919094,0.20559659090909096,0.19068108974358958,0.1938862179487178
0.17540143084260748,0.1830339805825243,0.18286931818181823,0.1938862179487178,0.18427083333333316
0.19765898251192385,0.1895064724919094,0.19260957792207797,0.18427083333333316,0.12016826923076906
0.14042527821939602,0.1441990291262136,0.13416801948051954,0.12016826923076906,0.10414262820512804
0.12452702702702718,0.12478155339805827,0.1179342532467533,0.10414262820512804,0.15862980769230753
0.11816772655007965,0.15714401294498384,0.12767451298701304,0.15862980769230753,0.1426041666666665
0.16586248012718616,0.15714401294498384,0.15040178571428578,0.1426041666666665,0.1458092948717947
0.16586248012718616,0.15714401294498384,0.15364853896103903,0.1458092948717947,0.1426041666666665
0.14042527821939602,0.1312540453074434,0.14390827922077928,0.1426041666666665,0.15862980769230753
0.16586248012718616,0.15714401294498384,0.16014204545454552,0.15862980769230753,0.15862980769230753
0.16904213036565993,0.1603802588996764,0.17312905844155851,0.15862980769230753,0.1522195512820511
0.15950317965023864,0.15390776699029127,0.16014204545454552,0.1522195512820511,0.1361939102564101
0.14042527821939602,0.14096278317152106,0.14715503246753253,0.1361939102564101,0.1458092948717947
0.1340659777424485,0.15390776699029127,0.15040178571428578,0.1458092948717947,0.14901442307692292
0.15632352941176486,0.15067152103559872,0.15364853896103903,0.14901442307692292,0.15542467948717933
0.14042527821939602,0.1441990291262136,0.15040178571428578,0.15542467948717933,0.1361939102564101
0.15632352941176486,0.14743527508090618,0.15040178571428578,0.1361939102564101,0.12337339743589727
0.11498807631160589,0.11507281553398059,0.1244277597402598,0.12337339743589727,0.1522195512820511
0.15632352941176486,0.15390776699029127,0.15689529220779228,0.1522195512820511,0.197091346153846
0.1722217806041337,0.1895064724919094,0.18611607142857148,0.197091346153846,0.21632211538461524
0.2135572337042927,0.2121601941747573,0.2153368506493507,0.21632211538461524,0.21952724358974343
0.2135572337042927,0.20892394822006474,0.2153368506493507,0.21952724358974343,0.1393990384615383
0.1436049284578698,0.14743527508090618,0.15040178571428578,0.1393990384615383,0.11696314102564087
0.11816772655007965,0.11183656957928804,0.1179342532467533,0.11696314102564087,0.11375801282051266
